source_term,target_term,suggested_type,reason
標準化,standardization,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
標準器,Standard instruments,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
標準工時明細表,Standard operation times form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
標準差,standard deviation,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
標準類,Standards,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
標示,Labeling,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
標示、隔離與判定,"Labeling, isolation and judgment",lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
標籤,Label,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
標籤上應有的資訊,Information on the label,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
標籤作廢記錄表,Labels scrapped record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
標籤列印系統設備保養辦法,Labeling print system equipment maintenance work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
標籤或說明書的變更,Changes of Label or instruction for use,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
標籤樣張、使用說明書與產品包裝明細表作業辦法,"Labeling, safety statements and PBM work instruction",strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
標籤說明書變更檢查表,Label or Instruction For Use Changes Checklist,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
標籤驗證及樣本報告,Label Validation and Sample Reporting,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
標記,Marking,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
模具尺寸追蹤表,Mold dimensions inspection form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
模具檢驗、驗收,Inspection and acceptance of molds,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
模具檢驗記錄表,Mold inspection record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
模具管理作業程序,Mold management procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
模具維護及保養管理辦法,Mold maintain and management instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
模具製作、修繕,To manufacture and maintain molds,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
機加工製程量產放行標準,Mass production release criteria for machining process,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
機器編碼原則與管理要求,Coding Structure & Principles,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
機器設備一覽表,Equipment list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機器設備保養作業內容,Content of maintenance of the equipment,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
機器設備保養等級之管理,Management of equipment maintenance class,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
機器設備保養等級定義說明如下,The equipment maintenance classes are defined as below,reference_only,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
機器設備履歷記錄表,Equipment information record list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機器設備管制程序,Equipment management procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機密健康資訊,Confidential health data,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
機密健康資訊形式,Confidential health data form,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
機密健康資訊權限管制表,Confidential health Information authority form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機密健康資訊管制辦法,Confidential health Information control instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機房每日檢查表,Computer room daily checklist,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機房設備,Equipment room,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
機房進出管制表,Computer room access control form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機械加工作業組,Machining Operation Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
機械加工技術一組,Machining Technique Group 1,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
機械加工技術二組,Machining Technique Group 2,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
機械性能,mechanical performance,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
機械性質,mechanical properties,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
機械設備一、二級保養圖示表,Equipment level 1~2 maintenance illustration form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機械設備一、二級保養記錄表,Equipment level 1~2 maintenance record list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機械設備三、四級保養記錄表,Equipment level 3~4 maintenance record list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機械設備維修記錄表,Equipment maintenance and repair record list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機械設備維護保養項目表,Equipment maintenance list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
機構振動,mechanical vibration,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
檔案伺服器,File server,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
檢出之限制,checkout limits,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
檢查召回作業與結果報告,Recall report,reference_only,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
檢測儀器,Measuring devices,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
檢測儀器失效要求表,Device malfunction request form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
檢測儀器短期借出登記表,Measurement device short-term lending registration form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
檢測儀器管理及校正作業程序,Measurement device control and calibration procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
檢測儀器總表,All measurement devices list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
檢測儀器領用記錄表,Measurement device receive record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
檢測狀態管制程序,Product status identification procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
檢驗作業標準書(SIP),Standard inspection procedure form,strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
檢驗作業標準書(SIP)作業辦法,Standard inspection procedure work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
檢驗執行,Inspection implementation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
檢驗標準,inspection standards,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
檢驗標準作業,SIP,strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
檢驗標準工時明細表,Standard inspection times list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
檢驗計畫變更審核表,Inspection plan change review form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
檢驗說明書,Inspection description form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
權責,Authorization,strict_required,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
權責劃分表,Responsible divide table,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
次要不符合事項,Minor nonconformity,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
次要品質特性,Minor characteristic,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
歐盟,"European Union, EU",strict_required,公司、主管機關、國家地區或資料庫正式名稱，應固定使用指定譯名
歐盟UDI系統應用作業辦法,EU UDI System Application work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
歐盟客戶訂製品作業辦法,EU Custom-made products work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
歐盟客製品製造商聲明書,EU Custom-made device statement,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
歐盟醫療器材資料庫,EUDAMED - European Database on Medical Devices,strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
歐體代表,European Authorised Representative,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
正壓差,positive pressure difference,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
正常使用,normal use,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
正常操作條件,normal operating condition,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
正常檢驗,normal inspection,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
正確使用,correct use,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
殼串脫蠟製程規範,Dewaxing of shell string process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
殼模作業測試規範,Testing criteria for shell mold,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
殼模強度檢測記錄表,Shell mold strength test record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
殼模生產記錄表,Shell mold manufacture record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
殼模除濕系統操作及保養辦法,Shell mold dehumidify system operation and maintain instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
氣洗,Flushing,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
氫氧基磷灰石(HA)噴塗層清除製程規範,Cleanup process specification of hydroxyapatite coating,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
氫氧基磷灰石(HA)鍍層清洗製程規範,Cleaning process specification of hydroxyapatite (HA) coating,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
氫氧基磷灰石粉材料規範,Hydroxyapatite powder material specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
氬氣焊接人員認證記錄表,Argon gas welding personnel certification record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
氬氣焊接製程規範,Argon welding process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
水性切削油更換&監控管理辦法,Aqueous cutting oil change & monitor instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
水質,Water Quality,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
永久性變更,Permanent change,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
沾漿製程規範,Thick liquid dipping process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
法規人員,Regulatory affairs personnel,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
法規代表,"Person Responsible for Regulatory Compliance, PRRC",strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
法規代表的職責,The responsibility of person responsible for regulatory compliance,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
法規及標準的變更,Changes of regulations and standards,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
法規及標準要求,Regulations and standards requirements,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
法規單位,Regulatory Affairs Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
法規文管單位,Regulatory Affairs & Document Control Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
法規文管部,Regulatory Affairs & Document Control Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
法規符合性稽核,Regulatory compliance audit,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
法規管制組,Regulatory Control Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
法規與文管單位,Regulatory Affairs & Document Control Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
法規與標準規範更新追蹤表,Regulation and standard update and tracking from,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
法規認證,regulatory certification,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
法規諮詢,Regulatory Consultation,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
法規驗證與申請程序,Regulatory compliance and application procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
泛用量檢具使用與應用作業辦法,All-purpose measuring and inspection fixture use and appliance work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
泡殼封合纖維撕裂(Fiber Tear)測試規範,Testing criteria for blister pack fiber tear percentage,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
泡漿製程規範,Thick liquid bathing process process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
波紋輪廓,Waviness profile,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
注意事項,Precaution,reference_only,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
洗滌水,Washing water,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
洗滌水監控管制,Washing water monitoring control,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
洛式硬度測試作業辦法,Rockwell hardness test work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
洛氏硬度機校正作業辦法,Rockwell hardness tester calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
洛氏硬度試驗機日常查核記錄表,Rockwell hardness machine daily check record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
活動性,mobility,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
活動行銷組,Event Marketing,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
派工,Dispatching,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
流程之監控與量測,Monitor and measurement to process,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
流程圖,Flowchart,strict_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
流程監控與量測資料蒐集與整理,Data collection & sorting on monitored and measured process,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
浮沙及淋沙製程規範,Sand bathing process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
消耗原物料及刀具一覽表,Consumption of raw materials and tools items list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
液滲前清洗線工作記錄表,Cleaning line operation record for before liquid infiltration inspection form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
液滲檢測前清洗製程規範,Clean process specification for pre-penetrant testing,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
液滲檢測品質規範,Penetrant inspection criteria,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
液滲檢測工作記錄表,Liquid infiltration inspection operation record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
液滲檢測記錄表,Liquid infiltration inspection record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
清洗作業,Cleaning operation,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
清洗區/潔淨室/管制區人員之管制,Control of the cleaning zone / cleanroom / personnel in control zone,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
清洗及蒸氣滅菌評估表,Cleaning and steam sterilization assessment form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
清洗滅菌後產品殘留有機化合物測試規範,Testing criteria for residual organic compounds of cleaned and sterilized product,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
清洗滅菌後產品殘留毒素測試規範,Testing criteria for residual toxin of cleaned and sterilized product,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
清洗線,cleaning line,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
清洗製程確效作業辦法,Cleaning process validation work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
清洗難易度評估報告,Cleaning challenge assessment report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
清潔作業評估表,Cleanliness operation evaluation form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
減量檢驗,reduced inspection,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
渦輪推進器,turbojet propulsion,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
測溫電阻器,thermistor,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
測試報告書,Test report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
測試方法,Test method,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
測試標的物,subject of testing,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
測試頻率,Test frequency,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
準備工作,General preparation,reference_only,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
準確度,accuracy,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
準確性,accuracy,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
溫度換算,Temperature Conversion,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
溫度顯示器,thermometer,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
溫控漿桶操作及保養辦法,Thermostat pulp barrels operation and maintain instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
溫溼度異常處理記錄表,Abnormal temperature/humidity handling record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
溫濕度計校正作業辦法,Thermo-hygrometer calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
溫濕度點檢表,Temperature and humidity checklist,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
溶液,solution,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
滅菌,Sterilization,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
滅菌安全水準,"Sterility Assurance Level, SAL",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
滅菌後進料檢查記錄表,Sterilized product in-coming inspection record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
滅菌明細記錄表,Sterilization record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
滅菌產品曝氣管制記錄表,Aeration control record form for sterilized product,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
滅菌確效評估報告,Sterilization validation assessment report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
滅菌週期,Sterilization cycle,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
滅菌適應性,Sterilization compatibility,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
滾筒研磨機設備操作及保養辦法,Drum grinder system operate and maintain instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
滿意度調查,Satisfaction survey,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
滿意度調查內容,Contents of satisfaction survey,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
漿體作業測試規範,Testing criteria for thick liquid,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
漿體檢測記錄表,Paste inspection record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
漿體管控及調整製程規範,Slurry control and adjustment process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
漿體管控調整記錄表,Paste control record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
潔淨室,Cleanroom,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
潔淨室人員健康管制暨體溫記錄表,Cleanroom personnel health control and body temperature record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
潔淨室作業人員進出管制表,Cleanroom operation personnel get in and out control form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
潔淨室動態,Cleanroom in operation states,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
潔淨室及管制區,Cleanroom and Control zone,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
潔淨室環境之維護,Cleanroom environmental maintenance,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
潔淨室環境管制,Cleanroom environmental control,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
潔淨室環境維護表,Cleanroom environmental control record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
潔淨室監控品質規範,Quality requirement for cleanroom monitoring,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
潔淨室空態,Cleanroom as-bulit states,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
潔淨室組裝檢驗記錄表,Clean room assembly inspection record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
潔淨室設施確效作業辦法,Cleanroom facilities validation work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
潔淨室進出與維護作業辦法,Cleanroom in and out maintain work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
潔淨室靜態,Cleanroom at rest states,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
潛在合格供應商,Potentially Qualified Supplier,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
灰分測試規範,Testing criteria for ash content,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
無菌屏障系統,Sterile barrier system,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
無菌屏障系統包裝製程確效作業辦法,Sterile barrier system packaging process validation work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
無菌測試結果“negative”,Negative test of sterility,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
無菌測試結果“positive”,Positive test of sterility,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
無菌的測試,Test of sterility,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
無菌試驗,Test of sterility,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
無菌試驗結果“negative”,Negative test of sterility,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
無菌試驗結果“positive”,Positive test of sterility,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
無菌醫療器材,Sterile Medical Device,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
煮沸測試規範,testing criteria for boiling test,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
熱均壓製程規範,Hipping process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
熱性能,thermal performance,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
熱感式風速計,hot-wire anemometer,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
熱處理作業,Heat treatment work,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
熱處理爐使用記錄表,Heat treatment furnace record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
熱處理製程確效作業辦法,Heating treatment process validation work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
熱處理製程規範,Heat treatment process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
熱電偶,thermocouple,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
熱電偶修正值,thermocouple corrected value,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
熱電材料測試儀及熱電材料比對片校正作業辦法,Thermoelectric material tester and comparison piece calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
燒結製程確效作業辦法,Sintering process validation work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
營業中心,Sales Department,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
營業單位,Sales Department,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
營業組,Sales Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
營業與客戶服務部,Sales and Customer Service Divisions,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
營運中心,Operations Department,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
爐次,Oven no.,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
爐門,Oven door,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
版權所有,Copyright Reserved by,strict_required,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
物化性質,physical and chemical properties,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
物料有效期限管控表,Material period of validity control form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
物料評審委員會,"Material review board, MRB",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
物料評審委員會(MRB)處理記錄表,Material Review Board meeting minutes,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
物理性性能驗證,"Physical performance qualification, PPQ",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
物管組,Stock Management Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
特採,Concession,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
特採品之標識與鑑別,Labeling and identification of concession products,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
特採品之管制使用,Control the use of Concession Products,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
特採單會簽,Signing of the concession form,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
特採單核決,Approval of the concession form,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
特採申請單,Concession application form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
特採申請提出,Propose the concession application,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
特採管理作業程序,Concession product control procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
特殊物料,Special material,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
特殊處理作業組,Special Treatment Operation Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
特殊處理技術組,Special Processing Technique Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
特殊製程,Special Process,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
狀態標示,Status labeling,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
班長,Foreman,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
現場稽核,Field audit,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
環保組,Environmental Protection Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
環境、人員及產品清潔管制程序,"Working environment, personnel and products cleanliness control procedure",strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
環境安全衛生管理代表的職責,The responsibility and authority of Environmental and Safety & Health Management Representatives,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
環境清潔檢查記錄表,Environment cleanliness checklist,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
