entry_id,library_id,source_lang,target_lang,source_term,target_term,current_validation_type,suggested_validation_type,classification_reason,confidence,reviewed_validation_type,review_note
2123,2,zh,en,高雄三期廠純水系統設備操作及保養辦法,Pure water system of phase three of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2188,2,zh,en,高雄三期廠塑膠件自動化超音波清洗設備操作及保養辦法,Kaohsiung phase lll automatic plastic ultrasound cleaning equipment operate and maintain instruction,,,,,strict_required,
2176,2,zh,en,高雄生產部,KS Production Division,,,,,strict_required,
2177,2,zh,en,高雄生管部,KS Production Control Division,,,,,strict_required,
2175,2,zh,en,高雄品保部,KS Quality Assurance Division,,,,,strict_required,
2178,2,zh,en,高雄製程開發一部,KS Process Development Division I,,,,,strict_required,
2179,2,zh,en,高雄製程開發二部,KS Process Development Division II,,,,,strict_required,
2180,2,zh,en,高雄製程開發部,KS Process Development Division,,,,,strict_required,
2190,2,zh,en,高雄廠,Kaohsiung plant,,,,,strict_required,
2126,2,zh,en,高雄廠ACM-230A切割機操作及保養辦法,Kaohsiung ACM-230A Cutting Machine operate and maintain instruction,,,,,strict_required,
2127,2,zh,en,高雄廠CNC CMM維護保養作業辦法,Kaohsiung CNC CMM maintain instruction,,,,,strict_required,
2128,2,zh,en,高雄廠HA清洗線工作記錄表,Kaohsiung HA cleaning process operation record form,,,,,strict_required,
2129,2,zh,en,高雄廠HA清除製程線工作記錄表,Kaohsiung HA cleanup process operation record form,,,,,strict_required,
2130,2,zh,en,高雄廠Keyence MD-V9920W雷射刻印機操作及保養辦法,Keyence MD-V9920W laser marking machine of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2131,2,zh,en,高雄廠L型封口包裝機操作及保養辦法,L-block type sealing machine of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2132,2,zh,en,高雄廠ST-101砂帶機操作及保養辦法,ST-101 grinder machine of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2133,2,zh,en,高雄廠STARRETT HF600 投影機操作及保養辦法,Kaohsiung STARRETT HF600 projector operate and maintain instruction,,,,,strict_required,
2134,2,zh,en,高雄廠三期潔淨室(清洗區)操作及保養辦法,Kaohsiung phase lll cleanroom(cleaning area) facilities equipment operate and maintain instruction,,,,,strict_required,
2135,2,zh,en,高雄廠三期潔淨室操作及保養辦法,Kaohsiung phase lll cleanroom facilities equipment operate and maintain instruction,,,,,strict_required,
2192,2,zh,en,高雄廠生產部,KS Production Division,,,,,strict_required,
2148,2,zh,en,高雄廠金屬自動清洗線工作記錄表,Automatic Metal cleaning line operation record form (Kaohsiung),,,,,strict_required,
2149,2,zh,en,高雄廠金屬自動清洗線生產記錄表,Metal Automatic Cleaning Line Production Record Form for Kaohsiung Factory,,,,,strict_required,
2147,2,zh,en,高雄廠金屬清洗線工作記錄表,Metal cleaning line operation record form (Kaohsiung),,,,,strict_required,
2145,2,zh,en,高雄廠砂(布)輪機操作及保養辦法,Grinder machine of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2144,2,zh,en,高雄廠真空包裝機操作及保養辦法,Vacuum packaging machine of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2139,2,zh,en,高雄廠旋風式噴砂機操作及保養辦法,Tornado sandblasting machine of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2142,2,zh,en,高雄廠植入物紙盒包裝生產作業辦法,Kaohsiung factory implant carton packaging production work instruction,,,,,strict_required,
2140,2,zh,en,高雄廠植入物清洗設備操作及保養辦法,Implant cleaning equipment of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2141,2,zh,en,高雄廠植入物潔淨室包裝生產作業辦法,Kaohsiung factory implant cleanroom package work instruction,,,,,strict_required,
2136,2,zh,en,高雄廠圓盤式泡殼包裝機操作及保養辦法,Tyvek sealing packaging machine of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2137,2,zh,en,高雄廠塑膠自動清洗線工作記錄表,Automatic plastic cleaning line operation record form (Kaohsiung),,,,,strict_required,
2138,2,zh,en,高雄廠塑膠自動清洗線生產記錄表,Plastic Automatic Cleaning Line Production Record Form for Kaohsuing Factory,,,,,strict_required,
2146,2,zh,en,高雄廠遠紅外線收縮包裝機操作及保養辦法,Far-infrared shrink packaging machine of Kaohsiung plant operate and maintain instruction,,,,,strict_required,
2143,2,zh,en,高雄廠潔淨室設施操作及保養辦法,Kaohsiung cleanroom facilities equipment operate and maintain instruction,,,,,strict_required,
2119,2,zh,en,高壓氣體特定設備操作及保養辦法,High pressure gas specific equipment operate and maintain instruction,,,,,strict_required,
2120,2,zh,en,高壓氣體特定設備灌裝作業檢查表,High pressure gas specific equipment filling operation checklist,,,,,strict_required,
1440,2,zh,en,乾燥箱校正作業辦法,Cabinet drier calibrate instruction,,,,,strict_required,
1486,2,zh,en,偏心檢查儀校正作業辦法,Eccentric scale calibrate instruction,,,,,strict_required,
1487,2,zh,en,偏心檢查儀校正棒校正作業辦法,Testing rod of eccentric scale calibrate instruction,,,,,strict_required,
340,2,zh,en,停止使用,decommissioning,,,,,lexical_required,
2296,2,zh,en,健康風險,Risk to health,,,,,lexical_required,
348,2,zh,en,副總經理,Vice president,,,,,lexical_required,
2356,2,zh,en,區分,Differentiate,,,,,lexical_required,
2357,2,zh,en,區域安全矯正措施,"Field safety corrective action, FSCA",,,,,strict_required,
2358,2,zh,en,區域安全矯正措施之通報,Field Safety Corrective Action Report,,,,,lexical_required,
570,2,zh,en,參考文件,Referenced documents,,,,,strict_required,
356,2,zh,en,參數範圍,parameter ranges,,,,,lexical_required,
357,2,zh,en,參數驗證,parameter validation,,,,,lexical_required,
2426,2,zh,en,問卷收集,Collect questionnaires,,,,,lexical_required,
2425,2,zh,en,問卷寄發,Distribute questionnaires,,,,,lexical_required,
2428,2,zh,en,問卷設計、製作,Design and make questionnaire,,,,,lexical_required,
2427,2,zh,en,問卷結果檢討,Review questionnaire results,,,,,lexical_required,
2441,2,zh,en,國內/國際營業單位、市場行銷單位,"Domestic / International Sales Division, Marketing Division",,,,,strict_required,
2442,2,zh,en,國內客戶服務組,Domestic Customer Service Section,,,,,strict_required,
2153,2,zh,en,國內業務部,Domestic Sales Division,,,,,strict_required,
2443,2,zh,en,國內營業單位/國際營業單位,Domestic /International Sales Division,,,,,strict_required,
2444,2,zh,en,國外上市許可持有商通報,"Report for foreign marketing authorization holder, MAH",,,,,strict_required,
2445,2,zh,en,國際客戶,International customers,,,,,lexical_required,
2446,2,zh,en,國際客戶服務組,International Customer Service Section,,,,,strict_required,
1582,2,zh,en,國際訂單作業流程作業辦法,Order operation process and management work instruction,,,,,strict_required,
2154,2,zh,en,國際營業部,International Sales Division,,,,,strict_required,
2453,2,zh,en,執行,Implement,,,,,lexical_required,
2454,2,zh,en,執行/管控,Implement/Control,,,,,lexical_required,
373,2,zh,en,培養基,culture medium,,,,,lexical_required,
374,2,zh,en,培養基條,contact plate,,,,,lexical_required,
2455,2,zh,en,基本UDI-DI(Basic UDI-DI),Basic UDI-DI,,,,,strict_required,
1586,2,zh,en,基本資料評估調查表,Basic information evaluate survey form,,,,,strict_required,
1641,2,zh,en,專案作業管制程序,Product realization procedure,,,,,strict_required,
2532,2,zh,en,專案計畫負責人,Project Leader,,,,,lexical_required,
2529,2,zh,en,專案計畫審查,Project review,,,,,lexical_required,
2530,2,zh,en,專案計畫編碼,Project code,,,,,lexical_required,
2531,2,zh,en,專案計畫編碼原則：例,Principle of project coding: e.g.,,,,,reference_only,
2533,2,zh,en,專案計畫類別與編碼管制,Management of project types and codes,,,,,lexical_required,
1643,2,zh,en,專案計劃書,Project plan form,,,,,strict_required,
1642,2,zh,en,專案結案報告書,Project closing report,,,,,strict_required,
2534,2,zh,en,專案進度管制,Project schedule control,,,,,lexical_required,
383,2,zh,en,專案經理,Project manager,,,,,lexical_required,
2528,2,zh,en,專案管理組,Project Management Section,,,,,strict_required,
2535,2,zh,en,專業職能導入訓練,Professional functions training,,,,,lexical_required,
1644,2,zh,en,專業職能導入訓練暨審定記錄表,Professional functions training and approval record form,,,,,strict_required,
2536,2,zh,en,專業職能導入訓練辦理,Professional training,,,,,lexical_required,
1692,2,zh,en,授權人員記錄表,Authorized Person Record Form,,,,,strict_required,
2586,2,zh,en,授權代表,Authorized Representative,,,,,strict_required,
401,2,zh,en,排水孔不可堵塞,drain unclog,,,,,reference_only,
2587,2,zh,en,排除,Removal,,,,,lexical_required,
2593,2,zh,en,採購／驗收,Purchasing / Acceptance,,,,,lexical_required,
2588,2,zh,en,採購之產品,Purchased product,,,,,lexical_required,
2589,2,zh,en,採購作業,Procurement,,,,,lexical_required,
1693,2,zh,en,採購倉庫退貨單,Procurement parts return application form,,,,,strict_required,
2592,2,zh,en,採購組,Purchasing Section,,,,,strict_required,
2158,2,zh,en,採購部,Purchasing Division,,,,,strict_required,
1694,2,zh,en,採購單,Purchase order,,,,,strict_required,
2590,2,zh,en,採購單之內容變更,Change of requisition content,,,,,lexical_required,
2591,2,zh,en,採購單位,Purchasing Division,,,,,strict_required,
1695,2,zh,en,採購管理程序,Purchasing management procedure,,,,,strict_required,
2594,2,zh,en,控制熱電偶,Control Thermocouple,,,,,lexical_required,
2596,2,zh,en,推移圖,Run chart,,,,,lexical_required,
2595,2,zh,en,推廣組,Product Promotion & Education Team,,,,,strict_required,
2611,2,zh,en,教材製作,Training Material Development,,,,,lexical_required,
2612,2,zh,en,教育訓練,Education and training,,,,,lexical_required,
2613,2,zh,en,教育訓練需求調查作業,Educational training request survey,,,,,lexical_required,
1701,2,zh,en,教育訓練需求調查表,Training request survey form,,,,,strict_required,
1718,2,zh,en,旋風式噴砂機設備操作辦法,Tornado sandblasting machine operate instruction,,,,,strict_required,
1732,2,zh,en,條碼列印系統設備保養記錄表,Label print system equipment maintenance record form,,,,,strict_required,
1783,2,zh,en,氫氧基磷灰石(HA)噴塗層清除製程規範,Cleanup process specification of hydroxyapatite coating,,,,,strict_required,
1784,2,zh,en,氫氧基磷灰石(HA)鍍層清洗製程規範,Cleaning process specification of hydroxyapatite (HA) coating,,,,,strict_required,
1785,2,zh,en,氫氧基磷灰石粉材料規範,Hydroxyapatite powder material specification,,,,,strict_required,
1800,2,zh,en,液滲前清洗線工作記錄表,Cleaning line operation record for before liquid infiltration inspection form,,,,,strict_required,
1803,2,zh,en,液滲檢測工作記錄表,Liquid infiltration inspection operation record form,,,,,strict_required,
1801,2,zh,en,液滲檢測前清洗製程規範,Clean process specification for pre-penetrant testing,,,,,strict_required,
1802,2,zh,en,液滲檢測品質規範,Penetrant inspection criteria,,,,,strict_required,
1804,2,zh,en,液滲檢測記錄表,Liquid infiltration inspection record form,,,,,strict_required,
1805,2,zh,en,清洗及蒸氣滅菌評估表,Cleaning and steam sterilization assessment form,,,,,strict_required,
2722,2,zh,en,清洗作業,Cleaning operation,,,,,lexical_required,
2723,2,zh,en,清洗區/潔淨室/管制區人員之管制,Control of the cleaning zone / cleanroom / personnel in control zone,,,,,lexical_required,
1806,2,zh,en,清洗滅菌後產品殘留有機化合物測試規範,Testing criteria for residual organic compounds of cleaned and sterilized product,,,,,strict_required,
1807,2,zh,en,清洗滅菌後產品殘留毒素測試規範,Testing criteria for residual toxin of cleaned and sterilized product,,,,,strict_required,
1808,2,zh,en,清洗製程確效作業辦法,Cleaning process validation work instruction,,,,,strict_required,
432,2,zh,en,清洗線,cleaning line,,,,,lexical_required,
1809,2,zh,en,清洗難易度評估報告,Cleaning challenge assessment report,,,,,strict_required,
1810,2,zh,en,清潔作業評估表,Cleanliness operation evaluation form,,,,,strict_required,
2765,2,zh,en,現場稽核,Field audit,,,,,lexical_required,
2792,2,zh,en,產品,Product,,,,,lexical_required,
2793,2,zh,en,產品上市前,Pre-market stage,,,,,lexical_required,
2794,2,zh,en,產品上市後,post-market stage,,,,,lexical_required,
2795,2,zh,en,產品上市許可申請,Product On-market License Application,,,,,lexical_required,
2796,2,zh,en,產品上市許可申請前法規活動,Pre-submission regulatory activities,,,,,lexical_required,
2804,2,zh,en,產品工程圖,PE (Product Engineering),,,,,strict_required,
2797,2,zh,en,產品之監控與量測,Monitor and measurement to product,,,,,lexical_required,
1858,2,zh,en,產品內毒素限值表,Product endotoxin limit table,,,,,strict_required,
2799,2,zh,en,產品分類,Classification of devices,,,,,lexical_required,
1868,2,zh,en,產品及用戶手冊作業辦法,Product and user manual work instruction,,,,,strict_required,
461,2,zh,en,產品手冊,Brochure,,,,,strict_required,
1853,2,zh,en,產品主要品質特性說明書,Product major quality characteristic report,,,,,strict_required,
1859,2,zh,en,產品出貨檢驗(OQC)查檢表,Products outgoing quality control (OQC) checklist,,,,,strict_required,
2800,2,zh,en,產品包裝,Product packaging,,,,,lexical_required,
2801,2,zh,en,產品包裝作業管制,Product Packaging Control Procedure,,,,,strict_required,
1860,2,zh,en,產品包裝作業管制程序,Product packaging control procedure,,,,,strict_required,
1861,2,zh,en,產品包裝作業辦法,Product packaging work instruction,,,,,strict_required,
1863,2,zh,en,產品包裝材外觀檢驗品質規範,Cosmetic inspection criteria for packaging material,,,,,strict_required,
1862,2,zh,en,產品包裝明細表,Packaging bill of material list,,,,,strict_required,
1867,2,zh,en,產品包裝設計驗證作業辦法,Product packaging design validation work instruction,,,,,strict_required,
1866,2,zh,en,產品包裝製程規範,Product packaging process specification,,,,,strict_required,
1864,2,zh,en,產品包裝檢查作業辦法,Product packaging inspection work instruction,,,,,strict_required,
1865,2,zh,en,產品包裝檢驗品質規範,Quality requirement for product packaging,,,,,strict_required,
1869,2,zh,en,產品召回作業程序,Product recall control procedure,,,,,strict_required,
1872,2,zh,en,產品召回計畫書,Products recall plan form,,,,,strict_required,
2802,2,zh,en,產品召回時機,Time to recall the products,,,,,lexical_required,
1874,2,zh,en,產品召回通知書,Product recall notice form,,,,,strict_required,
1873,2,zh,en,產品召回通報單,Product recall reporting form,,,,,strict_required,
1870,2,zh,en,產品召回結果報告書,Products recalled report,,,,,strict_required,
1871,2,zh,en,產品召回與區域改正計畫,Device recall and field corrections plan,,,,,lexical_required,
2808,2,zh,en,產品生命週期,Product lifecycle,,,,,lexical_required,
2798,2,zh,en,產品企劃,Product Planning,,,,,lexical_required,
1854,2,zh,en,產品企劃會議記錄,Product Proposal Review Meeting Minutes,,,,,strict_required,
2816,2,zh,en,產品行銷組,Product Marketing,,,,,strict_required,
459,2,zh,en,產品形狀,product shape,,,,,lexical_required,
1876,2,zh,en,產品批號追溯管制程序,Product traceability control procedure,,,,,strict_required,
463,2,zh,en,產品材質,product material,,,,,lexical_required,
1888,2,zh,en,產品系統明細表,Items of product systems list,,,,,strict_required,
460,2,zh,en,產品性能,product performance,,,,,lexical_required,
464,2,zh,en,產品查證,product verification,,,,,lexical_required,
1881,2,zh,en,產品活動評估表,Product activity evaluation form,,,,,strict_required,
1882,2,zh,en,產品活動需求申請單,Product activity resource application,,,,,strict_required,
2810,2,zh,en,產品研究,Product Research,,,,,lexical_required,
1886,2,zh,en,產品研究／行銷技術報告,Product Research / Marketing Technical Report,,,,,strict_required,
2811,2,zh,en,產品研究／行銷技術報告(以下稱技術報告),Product Research / Marketing Technical Report (hereinafter referred to as Technical Report),,,,,strict_required,
1887,2,zh,en,產品研究／行銷技術報告作業辦法,Product Research / Marketing Technical Report work instruction,,,,,strict_required,
1885,2,zh,en,產品研發工程圖管理辦法,Product engineering drawings management instruction,,,,,strict_required,
1891,2,zh,en,產品訂價表,Products pricing form,,,,,strict_required,
465,2,zh,en,產品特性,product characteristics,,,,,lexical_required,
1856,2,zh,en,產品停產計畫書,Product phase out plan form,,,,,strict_required,
1855,2,zh,en,產品停產管制程序,Product phase-out control procedure,,,,,strict_required,
2803,2,zh,en,產品專案作業,Product project operation,,,,,lexical_required,
462,2,zh,en,產品族群,Product family,,,,,lexical_required,
1889,2,zh,en,產品終止召回報告書,Product terminate recall report,,,,,strict_required,
1892,2,zh,en,產品設計輸入/產出檢查表,Design input / output checklist,,,,,strict_required,
2817,2,zh,en,產品設計變更,Product design change,,,,,lexical_required,
1894,2,zh,en,產品通報單,Product adversity reporting form,,,,,strict_required,
1895,2,zh,en,產品通報管制程序,Product adversity report control procedure,,,,,strict_required,
1875,2,zh,en,產品單一識別二維條碼檢測品質規範,Quality requirement for UDI inspection,,,,,strict_required,
1877,2,zh,en,產品最終檢驗(FQC)查檢表,Products final quality control(FQC) checklist,,,,,strict_required,
1880,2,zh,en,產品殘留物測試規範,Testing criteria for product residue,,,,,strict_required,
1884,2,zh,en,產品測試計劃書,Products testing plan form,,,,,strict_required,
1883,2,zh,en,產品測試檢查表,Product test checklist,,,,,strict_required,
1896,2,zh,en,產品開發良率表,Products development yield rate form,,,,,strict_required,
2822,2,zh,en,產品開發案,Product development project,,,,,lexical_required,
2806,2,zh,en,產品滅菌前之生物負荷量,Bio-burden,,,,,lexical_required,
2818,2,zh,en,產品試作圖,PT (Prototype),,,,,strict_required,
2821,2,zh,en,產品資訊,UDI_DI,,,,,strict_required,
458,2,zh,en,產品實現過程,product realization process,,,,,lexical_required,
2809,2,zh,en,產品監控與量測資料蒐集與整理,Data collection & sorting on monitored and measured products,,,,,lexical_required,
2814,2,zh,en,產品管理組,Product Management Section,,,,,strict_required,
2166,2,zh,en,產品管理部,Product Management Division,,,,,strict_required,
2813,2,zh,en,產品管理單位,Product Management Division,,,,,strict_required,
2819,2,zh,en,產品認證組,Medical Device Certification Section,,,,,strict_required,
1878,2,zh,en,產品標籤明細表,Product labels list,,,,,strict_required,
2807,2,zh,en,產品潔淨度管制,Product cleanness control,,,,,lexical_required,
2812,2,zh,en,產品確效組,Products Validation Section,,,,,strict_required,
2815,2,zh,en,產品編碼,Coding of product,,,,,lexical_required,
1890,2,zh,en,產品編碼及命名作業辦法,Product coding and naming work instruction,,,,,strict_required,
1857,2,zh,en,產品儲運防護管制辦法,"Product storage, transportation and protection control instruction",,,,,strict_required,
2805,2,zh,en,產品檢驗,Product inspection,,,,,lexical_required,
1879,2,zh,en,產品檢驗量測方式與位置要求作業辦法,Product inspection measurement and location requirements work instruction,,,,,strict_required,
1893,2,zh,en,產品識別管制程序,Product identification control procedure,,,,,strict_required,
2820,2,zh,en,產品變更/新增規格申請,Applications for Product Design Change/ Product Line Extension,,,,,lexical_required,
2824,2,zh,en,異動管理,Transfer management,,,,,lexical_required,
466,2,zh,en,異常使用,abnormal use,,,,,lexical_required,
2825,2,zh,en,異常案件分析,Nonconformity,,,,,lexical_required,
2826,2,zh,en,異常管理,Nonconformance management,,,,,lexical_required,
2827,2,zh,en,異質系統介接整合,Integration of Heterogeneous Systems,,,,,lexical_required,
2828,2,zh,en,異質系統整合原則,Cross-System Integration Principles,,,,,lexical_required,
2866,2,zh,en,符合,Compliance,,,,,lexical_required,
2867,2,zh,en,符合 - 100%,Compliance - 100%,,,,,reference_only,
2868,2,zh,en,符合性評估,Conformity assessment,,,,,lexical_required,
2869,2,zh,en,第一類標準規格品,Type-I products of standard specification,,,,,lexical_required,
2873,2,zh,en,第二階管理系統、環境管理系統和職業安全衛生管理系統文件,"Second-order quality management system documents, environmental management system documents and occupational safety & health management system documents",,,,,lexical_required,
1938,2,zh,en,第二類生產材料品質規範,Quality requirement for category II incoming material,,,,,strict_required,
2874,2,zh,en,第二類生產性物料,Type-II productive materials,,,,,lexical_required,
2870,2,zh,en,第三方獨立機構稽核,Notified body audit,,,,,lexical_required,
2871,2,zh,en,第三階管理系統文件,Third-order quality system documents,,,,,lexical_required,
2872,2,zh,en,第三類委外加工零件類,Type-III outsourced manufacturing parts,,,,,lexical_required,
2875,2,zh,en,第五類模具類,Type-V molds,,,,,lexical_required,
2876,2,zh,en,第四階管理系統文件,Fourth-order quality system documents,,,,,lexical_required,
2890,2,zh,en,粗度輪廓,Roughness profile,,,,,lexical_required,
491,2,zh,en,組長,Team leader,,,,,lexical_required,
490,2,zh,en,組裝性,assembly,,,,,lexical_required,
1957,2,zh,en,組樹外觀檢驗品質規範,Cosmetic quality requirement for wax tree assembly,,,,,strict_required,
1958,2,zh,en,組樹製程規範,Wax tree process specification,,,,,strict_required,
2898,2,zh,en,組織代碼對照表,Cross reference table of organization code,,,,,strict_required,
2899,2,zh,en,組織功能,Organizational function,,,,,lexical_required,
2900,2,zh,en,組織圖,Organizational structure,,,,,lexical_required,
2904,2,zh,en,統計上顯著增加,Statistically significant increase,,,,,lexical_required,
2905,2,zh,en,統計及分析,Statistics and analysis,,,,,lexical_required,
2906,2,zh,en,統計技術,Statistical techniques,,,,,lexical_required,
2907,2,zh,en,統計表,Statistic table,,,,,strict_required,
504,2,zh,en,處長,Director,,,,,lexical_required,
2947,2,zh,en,處理,Processing,,,,,lexical_required,
503,2,zh,en,處置,Dispose,,,,,lexical_required,
2010,2,zh,en,訪客進出登記表,Guest access registration form,,,,,strict_required,
3003,2,zh,en,設施/設備變更,Facility/ equipment change,,,,,lexical_required,
2012,2,zh,en,設施/設備變更申請單,Facility/ equipment change application form,,,,,strict_required,
2013,2,zh,en,設施確效作業辦法,Facilities validation work instruction,,,,,strict_required,
515,2,zh,en,設計工程,Design Process,,,,,lexical_required,
3007,2,zh,en,設計工程與審核,Design and Review,,,,,lexical_required,
3004,2,zh,en,設計不當或設計不足,Improper or inadequate design,,,,,lexical_required,
3005,2,zh,en,設計品保組,Design Quality Assurance Section,,,,,strict_required,
3008,2,zh,en,設計查證,Design Verification,,,,,lexical_required,
3009,2,zh,en,設計查證與確效,Design Verification and Validation,,,,,lexical_required,
2014,2,zh,en,設計原理報告書,Design rationale report,,,,,strict_required,
516,2,zh,en,設計移轉,design transfer,,,,,lexical_required,
2016,2,zh,en,設計移轉通知單,Design transfer notice form,,,,,strict_required,
3011,2,zh,en,設計移轉與審核,Design Transfer and Review,,,,,lexical_required,
3012,2,zh,en,設計組,Design Section,,,,,strict_required,
3006,2,zh,en,設計單位,Design Division,,,,,strict_required,
3019,2,zh,en,設計開發階段,Design & development stage,,,,,lexical_required,
2017,2,zh,en,設計管制程序,Design control procedure,,,,,strict_required,
3013,2,zh,en,設計與開發規劃,Design and Development Planning,,,,,lexical_required,
514,2,zh,en,設計審查,design review,,,,,lexical_required,
2015,2,zh,en,設計審核記錄表,Design review record form,,,,,strict_required,
3010,2,zh,en,設計確效,Design Validation,,,,,lexical_required,
3015,2,zh,en,設計輸入,Design Input,,,,,lexical_required,
3016,2,zh,en,設計輸入與審核,Design Input and Review,,,,,lexical_required,
3017,2,zh,en,設計輸出,Design Output,,,,,lexical_required,
3018,2,zh,en,設計輸出與審核,Design Output and Review,,,,,lexical_required,
3014,2,zh,en,設計變更,Design Change,,,,,lexical_required,
2018,2,zh,en,設計變更管制程序,Design change control procedure,,,,,strict_required,
3000,2,zh,en,設備工程師三、四級保養,Level 3~4 maintenance,,,,,lexical_required,
3001,2,zh,en,設備技術組,Equipment Technique Group,,,,,strict_required,
3002,2,zh,en,設備維護組,Equipment Maintenance Section,,,,,strict_required,
512,2,zh,en,設備確效,equipment validation,,,,,lexical_required,
2011,2,zh,en,設備確效作業辦法,Equipment validation work instruction,,,,,strict_required,
513,2,zh,en,設備編號,equipment ID,,,,,lexical_required,
3020,2,zh,en,許可證狀態維護,License Status Maintenance,,,,,lexical_required,
3057,2,zh,en,軟體開發組,Software Development Section,,,,,strict_required,
519,2,zh,en,軟體確效,software validation,,,,,lexical_required,
3067,2,zh,en,通用模組功能說明,Common module description,,,,,lexical_required,
3068,2,zh,en,通知外部單位,Notifying the external organization,,,,,lexical_required,
521,2,zh,en,通報,reporting,,,,,lexical_required,
3063,2,zh,en,通報之主管機關,Competent authority for reporting,,,,,lexical_required,
3062,2,zh,en,通報主管機關,Reporting to regulatory authorities,,,,,lexical_required,
2034,2,zh,en,通報表單一覽表,Reporting forms list,,,,,strict_required,
3065,2,zh,en,通報準備,Reporting Preparation,,,,,lexical_required,
3064,2,zh,en,通報擬定/審核/發佈,Adversity report drafting/reviewing/issue,,,,,lexical_required,
3066,2,zh,en,通報類別與資料來源,Report category and Information source,,,,,lexical_required,
522,2,zh,en,連續批次,consecutive batches,,,,,lexical_required,
3077,2,zh,en,部份循環,Fractional cycle,,,,,lexical_required,
2039,2,zh,en,部門組織功能管理程序,Organization management procedure,,,,,strict_required,
3078,2,zh,en,部級單位,Divisions,,,,,lexical_required,
2093,2,zh,en,陶瓷產品品質規範,Quality requirement for ceramic product,,,,,strict_required,
2094,2,zh,en,陶瓷類清洗製程規範,Cleaning process specification of ceramic implants,,,,,strict_required,
347,2,zh,en,剩餘風險,residual risk,,,,,lexical_required,
2456,2,zh,en,報價作業,Quotation operation,,,,,lexical_required,
1587,2,zh,en,報價單,Quotation form,,,,,strict_required,
2458,2,zh,en,報價管制,Quotation management,,,,,lexical_required,
2457,2,zh,en,報價確認,Quotation confirmation,,,,,lexical_required,
2459,2,zh,en,報廢,Scrap,,,,,lexical_required,
2460,2,zh,en,報廢率,Scrap rate,,,,,lexical_required,
2461,2,zh,en,報廢處理,Scrap process,,,,,lexical_required,
1666,2,zh,en,廁所清潔檢查記錄表,Toilet cleaning check record form,,,,,strict_required,
389,2,zh,en,循環測試,cycle test,,,,,lexical_required,
2597,2,zh,en,提出矯正與預防措施時機,Time to propose corrective and preventive actions,,,,,reference_only,
402,2,zh,en,換氣數測試,air change rate test,,,,,lexical_required,
2614,2,zh,en,散佈圖,Scatter chart,,,,,lexical_required,
410,2,zh,en,晶粒,grain,,,,,lexical_required,
2162,2,zh,en,智能科技部,Intelligent Technology Division,,,,,strict_required,
413,2,zh,en,最大量測範圍,maximum measurement range,,,,,lexical_required,
414,2,zh,en,最差條件,Worst-case Condition,,,,,lexical_required,
2645,2,zh,en,最高管理階層,Top management,,,,,lexical_required,
2643,2,zh,en,最終放行,Final release,,,,,lexical_required,
2644,2,zh,en,最終檢驗,FQC,,,,,strict_required,
1719,2,zh,en,最終檢驗管制程序,Final goods inspection procedure,,,,,strict_required,
418,2,zh,en,棘齒,serration,,,,,lexical_required,
2655,2,zh,en,植入式醫療器材,Implantable medical device (Implant),,,,,lexical_required,
1733,2,zh,en,植入性醫療器材取出分析作業辦法,Implant Medical Devices Retrieval and Analysis Work Instruction,,,,,strict_required,
1736,2,zh,en,植入物及器械鈍化清洗製程規範,Passivation and cleaning process specification for implants and instruments,,,,,strict_required,
1734,2,zh,en,植入物出貨UOJ檢驗記錄表,Implant outgoing to UOJ inspection record form,,,,,strict_required,
2656,2,zh,en,植入物卡,Implant Card,,,,,lexical_required,
1735,2,zh,en,植入物卡作業辦法,Implant Card work instruction,,,,,strict_required,
2657,2,zh,en,植入物卡標籤,Implant Card Label,,,,,lexical_required,
2663,2,zh,en,植入物的包裝標籤,Implant label on package,,,,,lexical_required,
1737,2,zh,en,植入物清洗設備操作及保養辦法,Implant cleaning equipment operate and maintain instruction,,,,,strict_required,
2658,2,zh,en,植入物產品,Implants,,,,,lexical_required,
2659,2,zh,en,植入物產品之標籤,Implant product label,,,,,lexical_required,
2660,2,zh,en,植入物產品包含,The implantable products include,,,,,lexical_required,
2662,2,zh,en,植入物產品的單一識別碼,UDI of implant product,,,,,strict_required,
2661,2,zh,en,植入物產品標示之管制,Labeling control of implant product,,,,,lexical_required,
2664,2,zh,en,植入物組,Implant Section,,,,,strict_required,
1738,2,zh,en,植入物設計變更檢查表,Implant design changes checklist,,,,,strict_required,
2665,2,zh,en,植入物關鍵材料測試,Critical material audit test plan form,,,,,lexical_required,
1778,2,zh,en,殼串脫蠟製程規範,Dewaxing of shell string process specification,,,,,strict_required,
1781,2,zh,en,殼模生產記錄表,Shell mold manufacture record form,,,,,strict_required,
1779,2,zh,en,殼模作業測試規範,Testing criteria for shell mold,,,,,strict_required,
1782,2,zh,en,殼模除濕系統操作及保養辦法,Shell mold dehumidify system operation and maintain instruction,,,,,strict_required,
